Nombre;Origen del financiamiento;Provincia;Localidad;Cantidad total de camas
GERIATRICO VILLA ZULA;Privado;Buenos Aires;Berisso (Berisso);13
HOGAR DE ANCIANOS EMANUEL;Privado;Buenos Aires;Berisso (Berisso);17
HOGAR DE ANCIANOS RESIDENCIA GERIATRICA MODELO;Privado;Buenos Aires;Berisso (Berisso);12
HOGAR GERIATRICO AUSTRAL;Privado;Buenos Aires;Berisso (Berisso);9
HOGAR GERIATRICO DESPERTARES;Privado;Buenos Aires;Berisso (Berisso);18
HOGAR GERIATRICO EMANUEL II;Privado;Buenos Aires;Berisso (Berisso);18
HOGAR GERIATRICO LAS TRES MARIAS;Privado;Buenos Aires;Berisso (Berisso);16
HOGAR GERIATRICO SABIN;Privado;Buenos Aires;Berisso (Berisso);22
CLINICA PRIVADA ENRIQUE MOSCONI;Privado;Buenos Aires;Berisso (Villa Nueva);30
HOSPITAL ZONAL GENERAL AGUDOS DR. LARRAIN;Público;Buenos Aires;Berisso (Villa Nueva);108
INSTITUTO MEDICO ARGENTINO DE BERISSO SA;Privado;Buenos Aires;Berisso (Villa Nueva);45
HOGAR GERIATRICO  MODESTO MAGADAN;Público;Buenos Aires;Bordenave;26
HOGAR GERIATRICO MODESTO MAGADAN;Privado;Buenos Aires;Bordenave;20
UNIDAD SANITARIA BORDENAVE;Público;Buenos Aires;Bordenave;6
COMUNIDAD TERAPEUTICA GENS (A);Privado;Buenos Aires;Boulogne;32
GERIATRICO SAN AGUSTIN;Privado;Buenos Aires;Boulogne;25
HOGAR GERIATRICO SAN JORGE (SAN ISIDRO);Privado;Buenos Aires;Boulogne;33
RESIDENCIA PARA ADULTOS MAYORES BOULOGNE;Privado;Buenos Aires;Boulogne;17
CENEBRA S.H;Privado;Buenos Aires;Bragado;5
CENTRO ENDOSCOPICO BRAGADO (CEBRA);Privado;Buenos Aires;Bragado;2
CLINICA MODELO SA DE BRAGADO;Privado;Buenos Aires;Bragado;40
CLINICA PRIVADA OESTE DE BRAGADO;Privado;Buenos Aires;Bragado;37
CLINICA PRIVADA SIQUIATRICA I.T.E.N. (M);Privado;Buenos Aires;Bragado;5
HOGAR DE ANCIANOS SAN VICENTE DE PAUL BRAGADO;Privado;Buenos Aires;Bragado;110
HOGAR NUEVO;Público;Buenos Aires;Bragado;58
HOSPITAL MUNICIPAL SAN LUIS;Público;Buenos Aires;Bragado;78
RESIDENCIA GERIATRICA CLINICA MODELO SRL;Privado;Buenos Aires;Bragado;56
SANATORIO DEL CIRCULO MEDICO BRAGADO (INSTITUTO MEDICO QUIRURGICO BRAGADO);Privado;Buenos Aires;Bragado;141
SANATORIO SANTA ROSA SA;Privado;Buenos Aires;Bragado;24
HOSPITAL MUNICIPAL DR. JOSE CASELLAS SOLA;Público;Buenos Aires;Cacharí;39
CLINICA DELTA SA;Privado;Buenos Aires;Campana;67
CLINICA PRIVADA CAMPANA;Privado;Buenos Aires;Campana;40
CLINICA PRIVADA MODELO DE CAMPANA;Privado;Buenos Aires;Campana;83
CLINICA SAN CAMILO;Privado;Buenos Aires;Campana;65
GERIATRICO BETHEL;Privado;Buenos Aires;Campana;10
HOGAR DE ANCIANOS SAN JOSE DE CAMPANA;Público;Buenos Aires;Campana;36
HOGAR GERIATRICO SAN IGNACIO;Privado;Buenos Aires;Campana;0
INSTITUTO GERIATRICO SAN LUCAS;Privado;Buenos Aires;Campana;57
INSTITUTO MEDICO MARIA AUXILIADORA;Privado;Buenos Aires;Campana;18
SANATORIO AUGUSTO TIMOTEO VANDOR;Privado;Buenos Aires;Campana;0
UNIDAD HOSPITALARIA SAN JOSE;Público;Buenos Aires;Campana;82
HOGAR GERIATRICO VIVIR;Público;Buenos Aires;Capilla del Señor (Est. Capilla);12
HOSPITAL MUNICIPAL SAN JOSE;Público;Buenos Aires;Capilla del Señor (Est. Capilla);60
HOSPITAL MUNICIPAL SAN CARLOS;Público;Buenos Aires;Capitán Sarmiento;32
HOGAR DE ANCIANOS GENERAL N. LEVALLE;Público;Buenos Aires;Carhué;35
HOSPITAL LOCAL MUNICIPAL GENERAL JOSE DE SAN MARTIN;Público;Buenos Aires;Carhué;30
ASILO Y UNIDAD SANITARIA DR. ALBERT SCHWEITZER;Público;Buenos Aires;Carlos Casares;20
HOGAR GERIATRICO RAYITO DE SOL;Privado;Buenos Aires;Carlos Casares;0
HOSPITAL LOCAL ESPECIALIZADO MATERNO INFANTIL DE CARLOS CASARES;Público;Buenos Aires;Carlos Casares;23
HOSPITAL MUNICIPAL DR. JULIO RAMOS;Público;Buenos Aires;Carlos Casares;146
HOGAR GERIATRICO SAN JOSE DE CARLOS TEJEDOR;Público;Buenos Aires;Carlos Tejedor;50
HOSPITAL MUNICIPAL GARRE;Público;Buenos Aires;Carlos Tejedor;28
HOGAR GERIATRICO MARI Y MAFALDA;Privado;Buenos Aires;Carmen de Areco;0
HOSPITAL LOCAL GENERAL DE AGUDOS NUESTRA SEÑORA DEL CARMEN;Público;Buenos Aires;Carmen de Areco;101
SEGUNDA OPORTUNIDAD (COMUNIDAD TERAPEUTICA );Privado;Buenos Aires;Carmen de Areco;17
ALEGRIA DEL HOGAR;Privado;Buenos Aires;Carmen de Patagones;19
HOGAR GERIATRICO CARLOS TESSARI;Público;Buenos Aires;Carmen de Patagones;30
HOSPITAL MUNICIPAL AGUDOS DR. PEDRO ECAY;Público;Buenos Aires;Carmen de Patagones;131
RESIDENCIA DEL CARMEN (HOGAR GERIATRICO);Privado;Buenos Aires;Carmen de Patagones;0
RESIDENCIA GERIATRICA SANTA ELVIRA;Privado;Buenos Aires;Carmen de Patagones;12
CENTRO MUNICIPAL DE RESIDENTES DE LA TERCERA EDAD;Público;Buenos Aires;Casbas;20
HOGAR DE ANCIANOS EVA PERON;Público;Buenos Aires;Casbas;45
HOSPITAL MUNICIPAL CASBAS;Público;Buenos Aires;Casbas;26
HOGAR DE ANCIANOS GENOVEVA LIFORENA DE ALDAZ;Público;Buenos Aires;Castelli;31
HOSPITAL MUNICIPAL DR. RAMON CARRILLO;Público;Buenos Aires;Castelli;43
HOGAR GERIATRICO;Público;Buenos Aires;Castilla;10
HOSPITAL LOCAL GENERAL TOMAS KEATING;Público;Buenos Aires;Castilla;22
HOSPITAL MUNICIPAL TOMAS KEATING;Público;Buenos Aires;Castilla;22
HOGAR DE ANCIANOS DE CAÑADA SECA;Público;Buenos Aires;Cañada Seca;14
CENTRO DE GASTROENTEROLOGIA Y ENDOSCOPIA DIGESTIVA;Privado;Buenos Aires;Cañuelas;2
CLINICA PRIVADA DE CIRUGIA Y MATERNIDAD CAÑUELAS;Privado;Buenos Aires;Cañuelas;34
COMUNIDAD TERAPEUTICA ASOCIACION REVIVIR;Privado;Buenos Aires;Cañuelas;24
ENTE DESCENTRALIZADO HOSPITAL DR. ANGEL MARZETTI;Público;Buenos Aires;Cañuelas;59
GERIATRICO IDANA;Privado;Buenos Aires;Cañuelas;10
HOGAR DE ANCIANOS SAN JOSE;Privado;Buenos Aires;Cañuelas;32
HOGAR GERIATRICO MI SOLAR;Privado;Buenos Aires;Cañuelas;16
INSTITUTO PRIVADO DE CIRUGIA Y MATERNIDAD CAÑUELAS SRL;Privado;Buenos Aires;Cañuelas;34
CLINICA PRIVADA DE OJOS DE CHACABUCO;Privado;Buenos Aires;Chacabuco;5
HOGAR DE ANCIANOS;Público;Buenos Aires;Chacabuco;26
HOGAR GERIATRICO;Público;Buenos Aires;Chacabuco;35
HOSPITAL MUNICIPAL NUESTRA SEÑORA DEL CARMEN;Público;Buenos Aires;Chacabuco;119
HOSPITAL SUBZONAL MUNICIPAL NUESTRA SEÑORA DEL CARMEN;Público;Buenos Aires;Chacabuco;144
INSTITUTO OFTALMOLOGICO DEL NOROESTE;Privado;Buenos Aires;Chacabuco;3
SANATORIO CHACABUCO (EX CLINICA SAN ISIDRO LABRADOR);Privado;Buenos Aires;Chacabuco;38
CLINICA PRIVADA CHASCOMUS SA;Privado;Buenos Aires;Chascomús (Chascomús Country Club);37
HOSPITAL MUNICIPAL SAN VICENTE DE PAUL;Público;Buenos Aires;Chascomús (Chascomús Country Club);58
GERIATRICO SAN JORGE;Privado;Buenos Aires;Chascomús (Chascomús);0
HOGAR DE ANCIANOS ELENA HELBERT DE ESTEFANELL;Público;Buenos Aires;Chascomús (Chascomús);90
HOGAR GERIATRICO SANTA RITA;Privado;Buenos Aires;Chascomús (Chascomús);37
HOGAR LOS ABUELOS (G);Privado;Buenos Aires;Chascomús (Chascomús);18
HOGAR Y CENTRO DE DIA PARA DISCAPACITADOS;Privado;Buenos Aires;Chascomús (Chascomús);30
RESIDENCIAL GERIATRICO SANTA MARIA;Privado;Buenos Aires;Chascomús (Chascomús);32
HOSPITAL LOCAL GENERAL DE AGUDOS DR. HORACIO FERRO;Público;Buenos Aires;Chillar;36
CLINICA PRIVADA NUESTRA SEÑORA DEL CARMEN;Privado;Buenos Aires;Chivilcoy;38
HOGAR DE ANCIANOS PENSION GERIATRICA;Privado;Buenos Aires;Chivilcoy;15
HOGAR GERIATRICO MARIA ROSA MISTICA;Privado;Buenos Aires;Chivilcoy;16
HOGAR GERIATRICO NUESTRA SEÑORA DE LOURDES;Privado;Buenos Aires;Chivilcoy;18
HOGAR GERIATRICO RENACER;Privado;Buenos Aires;Chivilcoy;15
HOGAR GERIATRICO RIVADAVIA;Privado;Buenos Aires;Chivilcoy;29
HOGAR PARA DISCAPACITADOS Y CENTRO DE DIA  ATIADIM (D);Privado;Buenos Aires;Chivilcoy;18
HOSPITAL MUNICIPAL DE CHIVILCOY;Público;Buenos Aires;Chivilcoy;88
INSTITUTO MEDICO DEL OESTE SRL;Privado;Buenos Aires;Chivilcoy;46
INSTITUTO OFTALMOLOGICO DEL NOROESTE SA;Privado;Buenos Aires;Chivilcoy;23
MEDICI JUAN ANTONIO GERIATRICO;Privado;Buenos Aires;Chivilcoy;0
SANATORIO CHIVILCOY;Privado;Buenos Aires;Chivilcoy;31
HOGAR GERIATRICO;Público;Buenos Aires;Claraz;12
CLINICA CENTRO MEDICO SA;Privado;Buenos Aires;Colón;16
HOGAR GERIATRICO CARLOS STEBB;Público;Buenos Aires;Colón;86
HOSPITAL MUNICIPAL DE COLON;Público;Buenos Aires;Colón;87
COMUNIDAD TERAPEUTICA SANTA RITA;Privado;Buenos Aires;Coronel Brandsen;27
GERIATRICO SAN EDGARDO;Privado;Buenos Aires;Coronel Brandsen;6
HOGAR DE ANCIANOS SANTA RITA;Privado;Buenos Aires;Coronel Brandsen;0
HOSPITAL MUNICIPAL DR. FRANCISCO CARAM;Público;Buenos Aires;Coronel Brandsen;37
INSTITUTO MEDICO GERIATRICO LA CASITA;Privado;Buenos Aires;Coronel Brandsen;19
SANATORIO PRIVADO BRANDSEN SA;Privado;Buenos Aires;Coronel Brandsen;40
HOGAR DE ANCIANOS PRESBITERO NICOLAS RAMON OJEDA;Público;Buenos Aires;Coronel Dorrego;41
HOGAR GERIATRICO;Público;Buenos Aires;Coronel Dorrego;18
HOSPITAL MUNICIPAL MARIA EVA DUARTE DE PERON;Público;Buenos Aires;Coronel Dorrego;40
SANATORIO POLICLINICO CORONEL DORREGO;Privado;Buenos Aires;Coronel Dorrego;38
UNIDAD SANITARIA MARTINEZ DE HOZ;Público;Buenos Aires;Coronel Martínez de Hoz (Ap. Kilómetro 322);9
HOGAR GERIATRICO;Público;Buenos Aires;Coronel Pringles (Est. Pringles);56
HOGAR GERIATRICO VIDA SALUD;Privado;Buenos Aires;Coronel Pringles (Est. Pringles);12
HOSPITAL DR. MANUEL CABRERA;Público;Buenos Aires;Coronel Pringles (Est. Pringles);52
SANATORIO PRINGLES SRL;Privado;Buenos Aires;Coronel Pringles (Est. Pringles);34
CENTRO DE DIA ESPERANZA NUESTRO LUGAR (D);Privado;Buenos Aires;Coronel Suárez;12
CLINICA CORONEL SUAREZ SRL;Privado;Buenos Aires;Coronel Suárez;38
HOGAR DE ANCIANOS DOMINGO GOÑI;Público;Buenos Aires;Coronel Suárez;156
HOSPITAL MUNICIPAL;Público;Buenos Aires;Coronel Suárez;65
HOSPITAL LOCAL GENERAL DE CORONEL VIDAL;Público;Buenos Aires;Coronel Vidal;36
HOSPITAL MUNICIPAL EUSTAQUIO ARISTIZABAL;Público;Buenos Aires;Coronel Vidal;51
HOSPITAL MUNICIPAL DR. P. ROMANAZZI;Público;Buenos Aires;Daireaux;82
RESIDENCIA GERIATRICA DR. M. OLIVER;Público;Buenos Aires;Daireaux;88
HOGAR DE ANCIANOS;Privado;Buenos Aires;Darregueira;24
SANATORIO Y MATERNIDAD DR. J. DARREGUEIRA;Privado;Buenos Aires;Darregueira;44
CLINICA PRIVADA SANATORIO DOLORES SRL;Privado;Buenos Aires;Dolores;29
HOGAR DE ANCIANOS DOMINGA F. DE PEÑOÑORI;Público;Buenos Aires;Dolores;30
HOGAR GERIATRICO;Público;Buenos Aires;Dolores;7
HOSPITAL SAN ROQUE;Público;Buenos Aires;Dolores;55
SANATORIO REGIONAL SA;Privado;Buenos Aires;Dolores;35
HOGAR GERIATRICO RESIDENCIAL SANTA LUCIA;Privado;Buenos Aires;Dudignac;23
HOSPITAL MUNICIPAL ENRIQUETA  DUDIGNAC;Público;Buenos Aires;Dudignac;13
HOGAR GERIATRICO;Público;Buenos Aires;El Perdido (Est. José A. Guisasola);16
HOGAR GERIATRICO DE LA UNIDAD SANITARIA DR. PEDRO JUAN TESTANI;Público;Buenos Aires;El Perdido (Est. José A. Guisasola);15
GERIATRICO EL TRIUNFO;Privado;Buenos Aires;El Triunfo;12
HOGAR DE ANCIANOS DR. CARLOS A. SEGUI;Público;Buenos Aires;Emilio V. Bunge;20
HOGAR GERIATRICO AIMARA;Privado;Buenos Aires;Ensenada (Dique Nº 1);32
HOSPITAL ZONAL ESPECIALIZADO EN CRONICOS EL DIQUE;Público;Buenos Aires;Ensenada (Dique Nº 1);54
CLINICA DE LA COMUNIDAD;Privado;Buenos Aires;Ensenada (Villa Catela);56
CLINICA INSTITUTO MEDICO DE LA RIVERA;Privado;Buenos Aires;Ensenada (Villa Catela);34
HOSPITAL ZONAL GENERAL AGUDOS HORACIO CESTINO;Público;Buenos Aires;Ensenada (Villa Catela);65
INSTITUTO MEDICO PRIVADO ALBERTI;Privado;Buenos Aires;Ensenada (Villa Catela);27
CENTRO DE DIA Y HOGAR ASANA (D);Privado;Buenos Aires;Escobar (Belén de Escobar);26
CLINICA PRIVADA DE OJOS ESCOBAR;Privado;Buenos Aires;Escobar (Belén de Escobar);2
HOGAR GERIATRICO BELEN;Privado;Buenos Aires;Escobar (Belén de Escobar);49
INSTITUTO DE REHABILITACION EDUCACION TERAPEUTICA (D);Privado;Buenos Aires;Escobar (Belén de Escobar);60
COMUNIDAD TERAPEUTICA BELEN DE ESCOBAR (A);Privado;Buenos Aires;Escobar (Loma Verde);0
FUNDACION PEUMAYEN (D);Privado;Buenos Aires;Escobar (Loma Verde);12
CLINICA PRIVADA ESCOBAR SRL;Privado;Buenos Aires;Escobar (Maquinista F. Savio Este);30
CLINICA PRIVADA FATIMA;Privado;Buenos Aires;Escobar (Maquinista F. Savio Este);72
CLINICA PRIVADA SAN CARLOS;Privado;Buenos Aires;Escobar (Maquinista F. Savio Este);84
HOSPITAL ZONAL GENERAL AGUDOS DR. ERILL;Público;Buenos Aires;Escobar (Maquinista F. Savio Este);178
HOGAR DE ANCIANOS DE ESPARTILLAR;Público;Buenos Aires;Espartillar;8
HOSPITAL LOCAL MUNICIPAL DE ESPIGAS;Público;Buenos Aires;Espigas;40
SANATORIO CLINICA SAN JOSE OBRERO;Privado;Buenos Aires;Estacion Jauregui Villa Flandria;34
HOGAR DE ANCIANOS SOLARIEGA;Privado;Buenos Aires;Esteban Echeverría (Canning);23
CLINICA PRIVADA GUILLON;Privado;Buenos Aires;Esteban Echeverría (Luis Guillón);16
GERIATRICO VALETTE SA;Privado;Buenos Aires;Esteban Echeverría (Luis Guillón);12
HOGAR DEL CARMEN (G);Privado;Buenos Aires;Esteban Echeverría (Luis Guillón);12
INSTITUTO GERIATRICO RESIDENCIAL MG DE LUIS GUILLON;Privado;Buenos Aires;Esteban Echeverría (Luis Guillón);52
MITO LABORAL S.R.L.;Privado;Buenos Aires;Esteban Echeverría (Luis Guillón);0
RESIDENCIA PARQUE SAN EMILIANO;Privado;Buenos Aires;Esteban Echeverría (Luis Guillón);82
CASA DEL SUR (A);Privado;Buenos Aires;Esteban Echeverría (Monte Grande);24
CASA DEL SUR (A) MONTE GRANDE;Privado;Buenos Aires;Esteban Echeverría (Monte Grande);42
CENTRO DE AYUDA CAYDEM (D);Privado;Buenos Aires;Esteban Echeverría (Monte Grande);9
CLINICA MONTE GRANDE;Privado;Buenos Aires;Esteban Echeverría (Monte Grande);61
COMUNIDAD CASA DEL SUR (A);Privado;Buenos Aires;Esteban Echeverría (Monte Grande);51
EL VOLVER A VIVIR II (G);Privado;Buenos Aires;Esteban Echeverría (Monte Grande);0
GERIATRICO AYELEN;Privado;Buenos Aires;Esteban Echeverría (Monte Grande);40
HOGAR CEAC (D);Privado;Buenos Aires;Esteban Echeverría (Monte Grande);24
HOGAR DE ANCIANOS SAN AGUSTIN;Privado;Buenos Aires;Esteban Echeverría (Monte Grande);0
HOGAR GERIATRICO SANTA CECILIA;Privado;Buenos Aires;Esteban Echeverría (Monte Grande);31
POLICLINICO SOFIA TERRERO DE SANTA MARINA;Público;Buenos Aires;Esteban Echeverría (Monte Grande);173
RESIDENCIA GERIATRICA EL SOSIEGO;Privado;Buenos Aires;Esteban Echeverría (Monte Grande);100
SANATORIO MODELO ESTRELLA;Privado;Buenos Aires;Esteban Echeverría (Monte Grande);28
HOSPITAL ZONAL GENERAL DE AGUDOS MADRE TERESA DE CALCUTA;Público;Buenos Aires;Ezeiza (Aeropuerto Internacional Ezeiza);181
HOGAR GERIATRICO RESIDENCIAL EZEIZA;Privado;Buenos Aires;Ezeiza (José María Ezeiza);50
INSTITUTO GERAITRICO NUESTRA SEÑORA DE LORETO;Privado;Buenos Aires;Ezeiza (José María Ezeiza);12
U. 31  CENTRO FEDERAL DE DETENCION DE MUJERES  N. S. DE SAN NICOLAS;Público;Buenos Aires;Ezeiza (José María Ezeiza);0
CLINICA PRIVADA TRISTAN SUAREZ;Privado;Buenos Aires;Ezeiza (Tristán Suárez);64
CENTRO MEDICO SAN MARTIN;Privado;Buenos Aires;Ezpeleta;45
HOGAR DE ANCIANOS EL CEDRO;Privado;Buenos Aires;Ezpeleta;68
HOGAR GERIATRICO SAN MIGUEL ARCANGEL;Privado;Buenos Aires;Ezpeleta;10
HOGAR GERIATRICO;Público;Buenos Aires;Felipe Solá;20
UNIDAD SANITARIA FELIPE SOLA.;Público;Buenos Aires;Felipe Solá;4
HOGAR GERIATRICO;Público;Buenos Aires;Ferré;19
HOSPITAL PRIVADO CENTRO COMUNITARIO PEDRO FERRE;Privado;Buenos Aires;Ferré;19
RESIDENCIA PARA ADULTOS MAYORES EL ALEPH DEL BOSQUE SA;Privado;Buenos Aires;Florencio Varela (Bosques);49
GERIATRICO LUZ DIVINA;Privado;Buenos Aires;Florencio Varela (Estanislao Severo Zeballos);69
CLINICA MEDICA PRIVADA MODELO DE FLORENCIO VARELA S.A.;Privado;Buenos Aires;Florencio Varela (Florencio Varela);20
COMUNIDAD TERAPEUTICA REVIVIR (A);Privado;Buenos Aires;Florencio Varela (Florencio Varela);24
FUNDACION PROGRAMA YO PUDE  (A);Privado;Buenos Aires;Florencio Varela (Florencio Varela);24
GERIATRICO DEL VALLE;Privado;Buenos Aires;Florencio Varela (Florencio Varela);28
HOGAR DE ANCIANOS DR. SALVADOR SALLARES;Público;Buenos Aires;Florencio Varela (Florencio Varela);48
HOGAR MI CASA TU CASA;Privado;Buenos Aires;Florencio Varela (Florencio Varela);11
HOSPITAL DE ALTA COMPLEJIDAD EL CRUCE;Público;Buenos Aires;Florencio Varela (Florencio Varela);75
LOS NONOS CLUB;Privado;Buenos Aires;Florencio Varela (Florencio Varela);20
HOGAR LAS LAGRIMAS DE JESUS;Privado;Buenos Aires;Florencio Varela (Ingeniero Juan Allan);8
CLINICA MEDICA SAN MARTIN SRL;Privado;Buenos Aires;Florencio Varela (Villa Vatteone);16
CLINICA PRIVADA FLORENCIO VARELA;Privado;Buenos Aires;Florencio Varela (Villa Vatteone);40
CLINICA PRIVADA LUJAN;Privado;Buenos Aires;Florencio Varela (Villa Vatteone);35
CLINICA PRIVADA SANATORIO MARIA MATER;Privado;Buenos Aires;Florencio Varela (Villa Vatteone);74
HOSPITAL GENERAL MI PUEBLO;Público;Buenos Aires;Florencio Varela (Villa Vatteone);247
INSTITUTO DEL DIAGNOSTICO FLORENCIO VARELA;Privado;Buenos Aires;Florencio Varela (Villa Vatteone);37
HOSPITAL LOCAL MUNICIPAL DR. FELIPE A. PELAEZ;Público;Buenos Aires;Florentino Ameghino;61
HOGAR DE ANCIANOS Y UNIDAD SANITARIA DR. JUAN I. MATEOS;Público;Buenos Aires;Fortín Olavarría;7
UNIDAD SANITARIA FORTIN OLAVARRIA;Público;Buenos Aires;Fortín Olavarría;8
UNIDAD SANITARIA FRANCISCO MADERO;Público;Buenos Aires;Francisco Madero;30
HOGAR DE ANCIANOS;Público;Buenos Aires;General Alvear;32
HOSPITAL MUNICIPAL BERNARDINO RIVADAVIA;Público;Buenos Aires;General Alvear;60
HOGAR GERIATRICO;Público;Buenos Aires;General Arenales;29
HOSPITAL MUNICIPAL DR. IGNACIO PIROVANO;Público;Buenos Aires;General Arenales;26
CLINICA PRIVADA 1º DE AGOSTO SA;Privado;Buenos Aires;General Belgrano;19
HOGAR SAN JOAQUIN;Público;Buenos Aires;General Belgrano;30
HOSPITAL MUNICIPAL JUAN E. DE LA FUENTE;Público;Buenos Aires;General Belgrano;72
HOGAR GERIATRICO GENERAL CONESA;Público;Buenos Aires;General Conesa;9
HOSPITAL MUNICIPAL DR. ISMAEL FERRARI;Público;Buenos Aires;General Conesa;16
HOGAR DE ABUELOS SAN JOSE;Privado;Buenos Aires;General Daniel Cerri (Est. General Cerri);0
HOGAR DE ANCIANOS JESUS DE NAZARETH;Público;Buenos Aires;General Guido;16
CENTRO INTEGRAL DE ASISTENCIA GERIATRICA;Privado;Buenos Aires;General Juan Madariaga (General Juan Madariaga);32
CLINICA PRIVADA COOPERATIVA DE SALUD;Privado;Buenos Aires;General Juan Madariaga (General Juan Madariaga);22
HOGAR GERIATRICO;Público;Buenos Aires;General Juan Madariaga (General Juan Madariaga);48
HOSPITAL MUNICIPAL ANA ROSA S. DE MARTINEZ GUERRERO;Público;Buenos Aires;General Juan Madariaga (General Juan Madariaga);58
INSTITUTO MEDICO MADARIAGUENSE SRL;Privado;Buenos Aires;General Juan Madariaga (General Juan Madariaga);28
HOGAR GERIATRICO;Público;Buenos Aires;General Lavalle;27
HOSPITAL MUNICIPAL SAGRADO CORAZON DE JESUS;Público;Buenos Aires;General Lavalle;12
UNIDAD SANITARIA DE GENERAL O BRIEN;Público;Buenos Aires;General O'Brien;16
CLINICA PRIVADA GENERAL PINTO;Privado;Buenos Aires;General Pinto;21
HOGAR GERIATRICO;Público;Buenos Aires;General Pinto;35
HOGAR GERIATRICO CASA DE LOS ABUELOS;Público;Buenos Aires;General Pinto;34
HOSPITAL LOCAL MUNICIPAL DR. ALBERTO VIDELA;Público;Buenos Aires;General Pinto;47
HOGAR GERIATRICO EMILIA MOUTIER DE PIRAN;Público;Buenos Aires;General Pirán;53
UNIDAD SANITARIA DR. LUIS SAGASTA;Público;Buenos Aires;General Pirán;13
CLINICA PRIVADA CENTRO SA;Privado;Buenos Aires;General Rodríguez;52
GERIATRICO LOFT;Privado;Buenos Aires;General Rodríguez;52
HOGAR GERIATRICO EL SHEUEN;Privado;Buenos Aires;General Rodríguez;33
HOGAR GERIATRICO EL SOL;Privado;Buenos Aires;General Rodríguez;17
HOSPITAL NACIONAL DR. BALDOMERO SOMMER;Público;Buenos Aires;General Rodríguez;537
HOSPITAL ZONAL GENERAL VICENTE LOPEZ Y PLANES;Público;Buenos Aires;General Rodríguez;426
CLINICA PRIVADA CORPORACION MEDICA GENERAL SAN MARTIN;Privado;Buenos Aires;General San Martín;92
CLINICA PRIVADA SAN AGUSTIN DE GRAL SAN MARTIN;Privado;Buenos Aires;General San Martín;38
HOGAR DE ANCIANOS SARAH FORREST DE CUELLI;Público;Buenos Aires;General San Martín;77
HOSPITAL INTERZONAL GENERAL AGUDOS EVA PERON (EX CASTEX);Público;Buenos Aires;General San Martín;302
SANATORIO NUESTRA SEÑORA DE LOURDES;Privado;Buenos Aires;General San Martín;38
CASA DEL SUR (A);Privado;Buenos Aires;General San Martín (Ciudad del Libertad General San Martín);30
CLINICA PRIVADA DE OJOS JOSE LEON SUAREZ - SUCURSAL SAN MARTIN;Privado;Buenos Aires;General San Martín (Ciudad del Libertad General San Martín);3
GERIATRICO PARQUE;Privado;Buenos Aires;General San Martín (Ciudad del Libertad General San Martín);0
HOGAR GERIATRICO ENNA;Privado;Buenos Aires;General San Martín (Ciudad del Libertad General San Martín);15
HOGAR GERIATRICO SAN ANDRES;Privado;Buenos Aires;General San Martín (Ciudad del Libertad General San Martín);18
HOGAR GERIATRICO SAN ROQUE;Privado;Buenos Aires;General San Martín (Ciudad del Libertad General San Martín);20
HOGAR GERIATRICO SANTA RITA;Privado;Buenos Aires;General San Martín (Ciudad del Libertad General San Martín);12
HOGAR GERIATRICO YAPEYU;Privado;Buenos Aires;General San Martín (Ciudad del Libertad General San Martín);37
HOSPITAL MUNICIPAL DR. DIEGO E. THOMPSON;Público;Buenos Aires;General San Martín (Ciudad del Libertad General San Martín);160
INSTITUTO DE GINECOLOGIA Y FERTILIDAD PREFER;Privado;Buenos Aires;General San Martín (Ciudad del Libertad General San Martín);0
PASEO DE LOS ABUELOS;Privado;Buenos Aires;General San Martín (Ciudad del Libertad General San Martín);27
RESIDENCIA GERIATRICA DR. BONIFACINI;Privado;Buenos Aires;General San Martín (Ciudad del Libertad General San Martín);60
RESIDENCIA GERIATRICA LA MANSION;Privado;Buenos Aires;General San Martín (Ciudad del Libertad General San Martín);49
RESIDENCIA GERIATRICA LIBERTAD;Privado;Buenos Aires;General San Martín (Ciudad del Libertad General San Martín);60
RESIDENCIA PARA LA TERCERA EDAD PASEO DE LOS ABUELOS;Privado;Buenos Aires;General San Martín (Ciudad del Libertad General San Martín);27
CENTRO DE DIA Y HOGAR ASOCIACION CIVIL PUENTES DE CHILAVERT;Privado;Buenos Aires;General San Martín (Villa Ballester);40
CLINICA PRIVADA SANTA MARIA;Privado;Buenos Aires;General San Martín (Villa Ballester);38
CLINICA PSIQUIATRICA CANTON;Privado;Buenos Aires;General San Martín (Villa Ballester);0
CRIBE (ESTABLECIMIENTO MONOVALENTE EN REHABILITACION CON INTERNACION TIPO III);Privado;Buenos Aires;General San Martín (Villa Ballester);76
DIETAUBEN (HOGAR GERIATRICO);Privado;Buenos Aires;General San Martín (Villa Ballester);20
EDELWEISS (G);Privado;Buenos Aires;General San Martín (Villa Ballester);41
GERIATRICO EDELWEISS;Privado;Buenos Aires;General San Martín (Villa Ballester);12
GERIATRICO VICENTE LOPEZ;Privado;Buenos Aires;General San Martín (Villa Ballester);18
HOGAR GERIATRICO EURORESIDENCIA VILLA BALLESTER;Privado;Buenos Aires;General San Martín (Villa Ballester);56
HOGAR GERIATRICO RESIDENCIA ALEMANA BALLESTER;Privado;Buenos Aires;General San Martín (Villa Ballester);60
HOGAR RESIDENCIA PACIFICO;Privado;Buenos Aires;General San Martín (Villa Ballester);42
INSTITUTO MEDICO DE OJOS (IMO);Privado;Buenos Aires;General San Martín (Villa Ballester);0
